Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,20190927_RQ-016723_Control-1_01.RCC,20190927_RQ-016723_Control-2_02.RCC,20190927_RQ-016723_Control-3_03.RCC,20190927_RQ-016723_Control-K-1_07.RCC,20190927_RQ-016723_Control-K-2_08.RCC,20190927_RQ-016723_Control-K-3_09.RCC,20190927_RQ-016723_FHKO-1_04.RCC,20190927_RQ-016723_FHKO-2_05.RCC,20190927_RQ-016723_FHKO-3_06.RCC,20190927_RQ-016723_FHKO-K-1_10.RCC,20190927_RQ-016723_FHKO-K-2_11.RCC,20190927_RQ-016723_FHKO-K-3_12.RCC
Nectin2,,NM_001159724.1,,Endogenous,mRNA,100.00,94.53,97.01,87.57,341.07,301.33,289.67,87.07,76.57,84.21,279.00,266.19,272.21
Nfatc1,,NM_016791.4,,Endogenous,mRNA,100.00,120.71,115.20,95.19,68.49,84.07,80.56,123.00,127.35,148.20,80.29,72.78,72.27
Nfatc2,,NM_001037177.1,,Endogenous,mRNA,100.00,173.07,184.92,198.94,109.03,82.18,77.13,221.13,223.90,297.53,69.75,73.82,52.19
Nfil3,,NM_017373.3,,Endogenous,mRNA,100.00,151.25,143.49,145.64,139.78,73.68,64.28,156.17,158.98,143.71,50.29,71.75,57.81
Nfkb1,,NM_008689.2,,Endogenous,mRNA,100.00,543.93,539.60,608.25,329.88,288.10,275.96,639.88,698.33,784.80,264.40,289.06,244.11
Nfkbia,,NM_010907.2,,Endogenous,mRNA,100.00,180.34,181.89,194.18,93.65,92.57,95.98,250.15,233.89,195.36,94.08,105.02,96.36
Nfkbie,,NM_008690.3,,Endogenous,mRNA,100.00,190.52,143.49,151.35,58.71,40.62,30.00,176.90,152.32,180.76,38.12,42.63,39.35
Nfkbiz,,NM_030612.1,,Endogenous,mRNA,100.00,84.35,112.16,107.56,212.47,167.19,175.69,129.91,160.64,134.73,179.24,159.09,139.72
Nfyc,,NM_001048168.2,,Endogenous,mRNA,100.00,395.59,375.90,361.71,1091.70,1156.19,1209.23,406.32,412.01,417.66,1116.01,1235.26,1183.59
Ngf,,NM_001112698.1,,Endogenous,mRNA,91.67,7.27,7.07,1.90,57.31,77.46,69.42,17.97,1.00,2.25,51.91,47.83,63.44
Nkg7,,NM_024253.4,,Endogenous,mRNA,100.00,10.18,8.08,8.57,34.95,19.84,16.28,9.67,7.49,7.86,24.33,17.68,20.07
Nlrp3,,NM_145827.3,,Endogenous,mRNA,100.00,258.88,267.78,263.67,25.16,14.17,18.00,373.15,378.71,414.29,25.14,15.60,17.67
Nmb,,NM_026523.2,,Endogenous,mRNA,100.00,43.63,34.36,36.17,103.44,140.75,83.99,44.23,49.94,56.14,102.19,101.90,93.95
Nod1,,NM_172729.2,,Endogenous,mRNA,100.00,40.72,29.30,25.70,117.42,112.41,71.99,29.02,43.28,31.44,90.84,101.90,95.55
Nod2,,NM_145857.2,,Endogenous,mRNA,100.00,40.72,35.37,35.22,29.35,28.34,29.14,22.11,41.62,35.93,29.20,32.23,23.29
Nos2,,NM_010927.3,,Endogenous,mRNA,100.00,27.63,14.15,11.42,19.57,14.17,17.14,13.82,21.64,21.33,12.98,11.44,13.65
Nox1,,NM_172203.1,,Endogenous,mRNA,100.00,21.82,37.39,53.31,12.58,10.39,12.00,49.75,42.45,31.44,7.30,16.64,8.03
Nox3,,NM_198958.2,,Endogenous,mRNA,100.00,21.82,14.15,13.33,25.16,17.00,13.71,12.44,10.82,10.10,12.98,17.68,14.45
Nox4,,NM_015760.4,,Endogenous,mRNA,100.00,5.82,9.09,6.66,5525.57,5930.21,5954.46,6.91,7.49,3.37,6586.57,7127.73,7216.38
Nr1h3,,NM_001177730.1,,Endogenous,mRNA,100.00,401.40,429.46,378.85,686.33,683.89,682.17,367.62,369.56,328.96,613.97,593.72,580.55
Nr2f6,,NM_010150.2,,Endogenous,mRNA,100.00,109.08,108.12,91.38,936.54,631.94,726.74,102.27,109.04,141.47,811.87,723.69,780.50
Nr4a1,,NM_010444.1,,Endogenous,mRNA,100.00,53.81,29.30,37.12,116.02,59.51,62.56,77.39,45.78,66.24,77.86,75.90,58.62
Nr4a2,,NM_001139509.1,,Endogenous,mRNA,100.00,18.91,18.19,22.85,29.35,20.78,19.71,26.26,19.14,24.70,17.03,18.72,18.47
Nrip3,,NM_020610.1,,Endogenous,mRNA,100.00,10.18,3.03,9.52,27.96,20.78,32.57,9.67,8.32,7.86,22.71,19.76,16.06
Olr1,,NM_001301094.1,,Endogenous,mRNA,100.00,10.18,10.10,15.23,12.58,13.22,7.71,5.53,12.49,8.98,4.87,11.44,4.82
Oscar,,NM_175632.3,,Endogenous,mRNA,100.00,8.73,9.09,12.37,6.99,9.45,6.86,13.82,12.49,14.60,2.43,4.16,4.01
Osm,,NM_001013365.2,,Endogenous,mRNA,100.00,50.90,48.50,54.26,8.39,13.22,14.57,63.57,49.94,60.63,13.79,6.24,10.44
P2rx1,,NM_008771.3,,Endogenous,mRNA,100.00,20.36,22.23,15.23,51.72,22.67,32.57,12.44,19.14,19.09,34.06,28.07,24.09
Pbx1,,NM_008783.2,,Endogenous,mRNA,100.00,50.90,44.46,58.06,774.39,788.74,800.44,44.23,49.11,38.17,789.16,845.35,806.19
Pbx3,,NM_016768.1,,Endogenous,mRNA,100.00,77.08,80.84,72.34,124.41,135.08,144.83,80.16,102.38,101.05,124.09,115.42,134.90
Pdcd1,,NM_008798.1,,Endogenous,mRNA,100.00,8.73,4.04,2.86,9.78,7.56,11.14,8.29,7.49,6.74,8.11,8.32,6.42
Pdcd1lg2,,NM_021396.2,,Endogenous,mRNA,100.00,11.63,13.14,7.62,19.57,40.62,20.57,11.06,11.65,6.74,16.22,28.07,16.86
Pde4a,,NM_183408.3,,Endogenous,mRNA,100.00,103.26,118.23,95.19,78.28,80.29,82.27,109.18,113.20,124.62,75.43,88.38,70.66
Pdgfa,,NM_008808.3,,Endogenous,mRNA,100.00,321.41,299.11,334.11,427.73,350.45,374.51,315.11,409.51,453.59,346.32,362.89,370.17
Pdgfb,,NM_011057.3,,Endogenous,mRNA,100.00,501.75,437.54,505.45,199.89,187.03,174.83,615.01,610.93,663.54,176.00,142.45,158.99
Pdgfra,,NM_001083316.1,,Endogenous,mRNA,100.00,5.82,4.04,9.52,264.19,272.05,302.52,6.91,4.99,2.25,268.46,238.11,227.24
Pdgfrb,,NM_008809.1,,Endogenous,mRNA,100.00,18.91,7.07,5.71,230.64,188.92,193.68,12.44,19.14,10.10,223.04,179.88,145.34
Pdzk1ip1,,NM_001164557.1,,Endogenous,mRNA,100.00,50.90,46.48,32.36,5440.30,3810.52,4205.31,44.23,38.29,46.03,4763.32,4434.68,4468.58
Peli1,,NM_023324.2,,Endogenous,mRNA,100.00,181.79,197.05,324.59,398.38,410.90,443.07,310.96,467.77,346.93,403.90,375.36,378.20
Pf4,,NM_019932.4,,Endogenous,mRNA,100.00,430.49,426.43,463.56,41.93,40.62,44.56,427.05,402.02,583.83,42.99,39.51,39.35
Pfdn6,,NM_001185182.1,,Endogenous,mRNA,100.00,843.53,830.62,773.88,1044.17,1058.90,1026.69,818.17,804.87,790.41,1077.08,1060.58,1109.72
Pggt1b,,NM_172627.3,,Endogenous,mRNA,100.00,68.35,94.99,118.98,430.53,455.30,436.21,134.06,214.74,142.59,446.89,423.19,413.53
Pglyrp1,,NM_009402.2,,Endogenous,mRNA,100.00,4.36,5.05,10.47,29.35,8.50,14.57,5.53,5.83,5.61,13.79,11.44,18.47
Phlda2,,NM_009434.2,,Endogenous,mRNA,100.00,8.73,12.13,2.86,146.77,210.65,193.68,8.29,1.66,8.98,207.63,196.52,206.37
Pik3cg,,NM_020272.2,,Endogenous,mRNA,100.00,411.58,509.29,579.69,36.34,20.78,28.28,612.24,726.63,565.86,32.44,27.03,31.32
Pim2,,NM_138606.2,,Endogenous,mRNA,100.00,91.62,103.07,95.19,209.67,262.60,227.96,89.83,129.84,98.80,212.50,201.72,217.61
Plau,,NM_008873.2,,Endogenous,mRNA,100.00,8096.41,6665.20,7491.28,4407.32,4075.01,5022.90,6250.97,8269.23,7383.17,4126.64,4629.12,3138.04
Plaur,,NM_011113.3,,Endogenous,mRNA,100.00,1284.20,1123.67,1231.73,86.66,95.40,77.13,1176.12,1251.00,983.52,77.05,63.43,73.07
Pparg,,NM_011146.1,,Endogenous,mRNA,100.00,228.33,219.28,266.53,34.95,40.62,15.43,211.45,278.83,236.90,24.33,18.72,17.67
Prdx1,,NM_011034.4,,Endogenous,mRNA,100.00,802.81,871.04,1292.65,704.50,773.63,712.17,859.63,1180.25,950.97,794.83,711.21,704.21
Prdx3,,NM_007452.2,,Endogenous,mRNA,100.00,799.90,893.27,902.38,4969.24,4531.26,4295.30,834.75,886.44,775.82,4505.41,4541.78,4494.28
Prg2,,NM_008920.4,,Endogenous,mRNA,100.00,17.45,19.20,7.62,9.78,30.23,22.28,23.49,16.65,13.47,15.41,17.68,18.47
Prg3,,NM_016914.2,,Endogenous,mRNA,100.00,11.63,12.13,10.47,18.17,23.62,21.43,13.82,13.32,14.60,19.47,23.92,14.45
Prkca,,NM_011101.3,,Endogenous,mRNA,100.00,18.91,16.17,16.18,243.22,219.15,194.54,19.35,17.48,7.86,227.10,211.08,221.62
Prkci,,NM_008857.3,,Endogenous,mRNA,100.00,143.98,180.88,219.88,519.99,539.37,524.49,223.89,283.83,202.09,511.78,499.10,467.33
Prok2,,NM_001037539.2,,Endogenous,mRNA,100.00,14.54,4.04,13.33,22.37,12.28,14.57,11.06,15.81,14.60,14.60,12.48,14.45
Pros1,,NM_011173.2,,Endogenous,mRNA,100.00,205.06,244.54,310.31,318.70,240.87,284.53,292.99,352.08,272.83,253.86,243.31,231.26
Prrx1,,NM_175686.3,,Endogenous,mRNA,100.00,2.91,4.04,6.66,27.96,28.34,26.57,8.29,6.66,11.23,24.33,28.07,26.50
Psmb8,,NM_010724.2,,Endogenous,mRNA,100.00,2328.43,2203.88,1979.91,447.30,332.50,343.66,2057.86,1978.46,1989.50,317.93,277.62,348.49
Psmb9,,NM_013585.2,,Endogenous,mRNA,100.00,319.96,348.62,319.83,180.32,87.85,117.41,286.08,313.79,327.84,105.44,81.10,110.01
Psme2,,NM_001029855.1,,Endogenous,mRNA,100.00,3291.21,3273.99,3187.84,1522.22,1540.65,1393.49,3090.24,3419.23,3227.89,1475.31,1431.78,1406.02
Ptafr,,NM_001081211.1,,Endogenous,mRNA,100.00,2175.72,2224.09,2532.95,43.33,31.17,38.57,2157.37,2621.02,2216.30,39.74,30.15,24.09
Ptgdr,,NM_008962.4,,Endogenous,mRNA,100.00,11.63,10.10,5.71,27.96,28.34,35.14,9.67,8.32,7.86,19.47,25.99,17.67
Ptgdr2,,NM_009962.2,,Endogenous,mRNA,100.00,11.63,10.10,11.42,9.78,9.45,11.14,6.91,17.48,12.35,5.68,6.24,8.03
Ptgds,,NM_008963.2,,Endogenous,mRNA,100.00,13.09,10.10,13.33,32.15,48.17,75.42,19.35,11.65,13.47,40.55,40.55,33.73
Ptger2,,NM_008964.4,,Endogenous,mRNA,100.00,33.45,44.46,37.12,5.59,11.34,14.57,40.08,49.11,41.54,12.98,7.28,9.64
Ptgs1,,NM_008969.3,,Endogenous,mRNA,100.00,71.26,64.67,59.97,339.67,239.93,251.96,111.95,89.06,126.87,267.65,304.66,240.09
Ptgs2,,NM_011198.3,,Endogenous,mRNA,100.00,26.18,9.09,27.60,29.35,11.34,20.57,20.73,28.30,19.09,10.54,24.95,22.48
Ptpn14,,NM_008976.2,,Endogenous,mRNA,100.00,13.09,14.15,6.66,54.51,38.73,27.42,15.20,13.32,14.60,25.14,42.63,28.91
Ptprb,,NM_029928.1,,Endogenous,mRNA,100.00,7.27,5.05,5.71,485.04,463.80,486.78,8.29,11.65,13.47,449.32,468.94,391.05
Ptprc,,NM_011210.3,,Endogenous,mRNA,100.00,759.17,1026.66,1492.54,273.97,186.09,223.68,1499.51,2953.12,1356.28,203.57,164.29,141.32
Ptprk,,NM_008983.2,,Endogenous,mRNA,100.00,11.63,12.13,11.42,1298.57,885.09,903.28,6.91,6.66,10.10,1193.87,855.74,970.80
Ptx3,,NM_008987.3,,Endogenous,mRNA,100.00,5.82,11.12,10.47,12.58,20.78,22.28,6.91,7.49,8.98,12.17,13.52,14.45
Pycard,,NM_023258.4,,Endogenous,mRNA,100.00,65.45,64.67,80.91,39.14,33.06,24.85,56.66,94.89,79.71,35.69,27.03,35.33
Rab20,,NM_011227.1,,Endogenous,mRNA,100.00,206.52,207.15,224.64,782.78,676.34,677.03,216.98,223.90,258.23,775.37,765.28,667.28
Rab3d,,NM_031874.4,,Endogenous,mRNA,100.00,442.12,424.41,427.39,174.73,167.19,154.26,385.59,426.99,422.15,144.37,143.49,153.37
Rad51,,NM_011234.4,,Endogenous,mRNA,100.00,183.25,201.09,207.51,16.77,14.17,23.14,234.95,253.03,233.53,18.65,18.72,10.44
Raf1,,NM_029780.3,,Endogenous,mRNA,100.00,331.59,392.07,342.68,596.87,490.25,560.48,322.02,377.05,334.58,562.87,535.49,524.35
Rapgef4,,NM_019688.2,,Endogenous,mRNA,100.00,8.73,12.13,3.81,71.29,72.73,78.84,8.29,9.16,4.49,71.37,65.51,64.24
Rasal1,,NM_013832.4,,Endogenous,mRNA,100.00,56.72,29.30,39.98,23.76,35.89,22.28,35.93,50.77,48.28,22.71,37.43,11.24
Rasgrf2,,NM_009027.3,,Endogenous,mRNA,100.00,11.63,11.12,3.81,75.48,83.12,69.42,5.53,9.99,13.47,82.73,90.46,83.51
Rbp1,,NM_011254.5,,Endogenous,mRNA,100.00,11.63,13.14,11.42,23.76,23.62,14.57,19.35,14.98,16.84,14.60,18.72,13.65
Retnla,,NM_020509.3,,Endogenous,mRNA,100.00,7.27,11.12,2.86,138.38,131.30,122.55,9.67,4.99,3.37,135.45,111.26,177.46
Retnlb,,NM_023881.4,,Endogenous,mRNA,100.00,8.73,7.07,8.57,5.59,5.67,11.14,9.67,4.16,12.35,12.17,5.20,7.23
Rgl1,,NM_016846.3,,Endogenous,mRNA,100.00,82.90,99.03,102.80,1457.92,1523.64,1552.03,139.59,139.00,170.66,1713.76,2033.82,1948.83
Rgs1,,NM_015811.1,,Endogenous,mRNA,100.00,255.97,264.75,265.57,15.38,11.34,12.00,328.93,915.57,613.02,4.87,9.36,6.42
Rgs16,,NM_011267.3,,Endogenous,mRNA,100.00,74.17,58.61,87.57,29.35,18.89,20.57,62.19,64.09,65.12,14.60,17.68,8.83
Rgs6,,NM_015812.3,,Endogenous,mRNA,100.00,11.63,9.09,8.57,187.31,171.92,207.39,17.97,8.32,5.61,179.24,169.49,166.22
Rhoc,,NM_007484.2,,Endogenous,mRNA,100.00,1105.31,841.74,866.21,622.03,464.74,444.78,718.66,753.26,597.30,561.25,499.10,510.69
Rhog,,NM_019566.3,,Endogenous,mRNA,100.00,4438.70,4189.50,3959.81,535.36,438.30,406.22,4128.15,4073.44,4355.13,470.41,387.84,407.91
Rhoj,,NM_023275.2,,Endogenous,mRNA,100.00,152.71,126.31,155.16,121.61,110.52,108.84,125.77,159.81,131.36,100.57,97.74,93.15
Rictor,,NM_030168.3,,Endogenous,mRNA,100.00,77.08,98.02,123.74,311.71,319.28,294.81,125.77,148.16,103.29,308.20,300.50,285.06
Rin2,,NM_028724.4,,Endogenous,mRNA,100.00,968.60,1139.83,1490.64,550.74,550.70,515.92,1140.18,1708.78,1316.98,589.64,573.96,483.39
Ripk2,,NM_138952.3,,Endogenous,mRNA,100.00,71.26,71.74,108.51,75.48,92.57,73.70,77.39,134.84,112.27,78.67,58.23,53.80
Rnase2a,,NM_053113.2,,Endogenous,mRNA,100.00,23.27,16.17,29.51,9.78,13.22,11.14,23.49,35.79,41.54,4.06,11.44,9.64
Rnase2b,,NM_019398.2,,Endogenous,mRNA,100.00,27.63,20.21,22.85,16.77,30.23,25.71,30.40,25.80,26.95,9.73,24.95,17.67
Rnd3,,NM_028810.2,,Endogenous,mRNA,100.00,39.27,52.55,83.77,114.62,117.13,125.98,87.07,98.22,60.63,136.26,127.89,110.01
Ros1,,NM_011282.2,,Endogenous,mRNA,100.00,14.54,8.08,16.18,29.35,21.73,24.00,15.20,15.81,15.72,19.47,24.95,24.09
Runx2,,NM_009820.5,,Endogenous,mRNA,100.00,42.18,23.24,38.08,33.55,32.12,18.00,31.79,35.79,35.93,22.71,45.75,18.47
S100a10,,NM_009112.2,,Endogenous,mRNA,100.00,4192.91,4138.97,5007.83,2581.77,2320.89,2058.52,4679.59,5504.22,5265.68,2388.55,2293.77,2049.20
S100a11,,NM_016740.3,,Endogenous,mRNA,100.00,33482.23,24833.83,25199.06,4175.28,4079.74,4493.27,19236.62,20229.87,18679.11,3655.42,4232.97,3737.07
S100a4,,NM_011311.2,,Endogenous,mRNA,100.00,42033.85,43532.96,45020.96,229.24,216.31,207.39,47041.89,51833.58,57052.30,251.43,174.68,163.81
S100a8,,NM_013650.2,,Endogenous,mRNA,100.00,110.53,134.40,128.50,156.56,93.52,89.13,89.83,114.03,101.05,220.61,128.93,142.13
S100a9,,NM_009114.2,,Endogenous,mRNA,100.00,20.36,20.21,31.41,157.95,69.90,65.13,19.35,26.63,23.58,185.73,127.89,104.39
S1pr1,,NM_007901.4,,Endogenous,mRNA,100.00,82.90,74.78,89.48,47.53,44.40,45.42,110.56,99.05,108.91,54.34,44.71,48.18
Saa1,,NM_009117.3,,Endogenous,mRNA,100.00,10.18,8.08,4.76,8.39,19.84,18.00,19.35,12.49,6.74,9.73,12.48,12.04
Scin,,NM_009132.2,,Endogenous,mRNA,100.00,10.18,2.02,4.76,192.90,269.21,320.52,8.29,7.49,4.49,201.14,255.79,175.05
Sele,,NM_011345.2,,Endogenous,mRNA,100.00,11.63,6.06,11.42,20.97,35.89,19.71,16.58,11.65,5.61,26.76,15.60,23.29
Sell,,NM_001164059.1,,Endogenous,mRNA,100.00,7.27,16.17,11.42,85.27,59.51,52.28,6.91,9.99,12.35,63.26,61.35,44.16
Selp,,NM_011347.1,,Endogenous,mRNA,100.00,17.45,12.13,14.28,25.16,26.45,19.71,22.11,13.32,14.60,17.84,23.92,18.47
Selplg,,NM_009151.3,,Endogenous,mRNA,100.00,2591.67,2391.83,2270.23,149.57,80.29,83.13,1992.90,2358.00,2364.50,92.46,72.78,80.30
Sema4a,,NM_013658.3,,Endogenous,mRNA,100.00,43.63,42.44,52.35,826.11,484.58,523.63,49.75,44.11,61.75,600.18,572.92,570.92
Sema4b,,NM_013659.4,,Endogenous,mRNA,100.00,26.18,24.25,23.80,212.47,252.21,233.10,35.93,23.31,24.70,228.72,279.70,252.94
Sema5a,,NM_009154.2,,Endogenous,mRNA,100.00,11.63,15.16,11.42,204.08,221.98,253.67,15.20,13.32,7.86,218.17,175.72,179.06
Sema6d,,NM_199240.2,,Endogenous,mRNA,100.00,18.91,16.17,19.99,109.03,123.74,123.41,13.82,15.81,12.35,126.52,126.85,95.55
Serinc2,,NM_172702.3,,Endogenous,mRNA,100.00,16.00,6.06,11.42,219.46,189.87,227.96,9.67,12.49,10.10,195.46,225.63,187.09
Serpinb2,,NM_001174170.1,,Endogenous,mRNA,100.00,13.09,7.07,16.18,16.77,10.39,12.86,8.29,4.99,11.23,6.49,22.88,6.42
Serpinb6a,,NM_001164117.1,,Endogenous,mRNA,100.00,1547.44,1855.26,1966.58,244.62,227.65,204.82,1701.29,2308.06,1936.74,204.39,196.52,200.74
Serpinb7,,NM_027548.3,,Endogenous,mRNA,100.00,4.36,12.13,7.62,13.98,15.11,11.14,4.15,7.49,10.10,7.30,6.24,12.04
Serpinb9,,NM_009256.3,,Endogenous,mRNA,100.00,87.26,66.69,83.77,163.54,111.46,101.98,62.19,87.40,66.24,116.79,82.14,97.16
Serpine1,,NM_008871.2,,Endogenous,mRNA,100.00,27.63,32.34,21.89,33.55,46.29,45.42,38.70,29.96,30.31,27.58,33.27,29.71
Serpine3,,NM_001199945.1,,Endogenous,mRNA,100.00,24.72,19.20,26.65,36.34,25.50,45.42,34.55,29.96,19.09,25.95,27.03,23.29
Sesn1,,NM_001013370.2,,Endogenous,mRNA,100.00,900.25,1075.16,1236.49,265.59,222.93,240.82,1242.45,1403.31,1288.91,221.42,286.98,218.41
Sfrp4,,NM_016687.2,,Endogenous,mRNA,100.00,5.82,8.08,6.66,39.14,17.00,22.28,8.29,9.16,11.23,31.63,20.80,22.48
Sgpp1,,NM_030750.3,,Endogenous,mRNA,100.00,242.88,345.59,428.35,1228.68,1172.25,1151.81,424.29,547.68,456.96,1376.36,1157.28,1335.35
Siglec1,,NM_011426.3,,Endogenous,mRNA,100.00,196.34,189.97,175.15,22.37,20.78,17.14,228.04,207.25,226.79,14.60,9.36,21.68
Siglecf,,NM_145581.1,,Endogenous,mRNA,100.00,141.07,110.14,169.43,5.59,13.22,15.43,174.14,212.25,171.78,10.54,11.44,4.82
Sirpa,,NM_007547.2,,Endogenous,mRNA,100.00,14783.55,14988.61,14964.47,1155.99,658.39,737.02,15745.59,17573.06,18096.41,846.74,749.69,702.61
Ski,,NM_011385.2,,Endogenous,mRNA,100.00,199.25,198.06,205.61,324.29,272.05,275.10,273.64,237.22,308.75,262.78,269.30,226.44
Skil,,NM_011386.2,,Endogenous,mRNA,100.00,126.53,156.63,280.80,454.29,488.36,448.21,400.79,482.75,332.33,489.88,430.47,437.62
Slc16a6,,NM_134038.2,,Endogenous,mRNA,100.00,79.99,77.81,98.04,199.89,241.82,131.98,127.15,183.95,162.80,214.93,122.69,118.84
Smad1,,NM_008539.3,,Endogenous,mRNA,100.00,312.69,358.72,360.76,253.00,298.49,315.38,391.12,443.63,397.45,274.14,273.46,247.32
Smad2,,NM_010754.4,,Endogenous,mRNA,100.00,248.70,277.89,280.80,426.33,432.63,470.49,290.23,399.52,392.96,458.25,420.07,440.03
Smad7,,NM_001042660.1,,Endogenous,mRNA,100.00,135.26,104.08,116.13,710.09,775.52,681.32,123.00,163.14,168.41,785.91,691.46,734.73
Smarcd3,,NM_025891.3,,Endogenous,mRNA,100.00,8.73,5.05,11.42,69.89,86.90,107.98,17.97,11.65,10.10,66.51,76.94,77.89
Socs1,,NM_009896.2,,Endogenous,mRNA,100.00,39.27,30.31,48.55,30.75,33.06,31.71,37.32,31.63,38.17,22.71,24.95,28.10
Socs2,,NM_001168655.1,,Endogenous,mRNA,100.00,16.00,14.15,14.28,310.32,394.84,442.21,19.35,14.15,11.23,299.28,297.38,265.79
Socs3,,NM_007707.2,,Endogenous,mRNA,100.00,14.54,10.10,25.70,36.34,39.67,26.57,13.82,14.98,20.21,34.06,31.19,28.91
Sp4,,NM_009239.2,,Endogenous,mRNA,100.00,18.91,18.19,29.51,125.80,162.47,138.83,35.93,52.44,42.66,154.10,131.01,120.45
Sphk1,,NM_011451.3,,Endogenous,mRNA,100.00,17.45,20.21,17.13,16.77,19.84,21.43,17.97,13.32,8.98,13.79,22.88,23.29
Spry2,,NM_011897.3,,Endogenous,mRNA,100.00,132.35,138.44,157.06,167.74,212.54,179.11,147.88,161.47,167.29,201.14,163.25,147.75
Sptbn1,,NM_009260.2,,Endogenous,mRNA,100.00,299.60,295.06,305.55,3570.03,3497.86,3372.31,322.02,328.77,250.37,3502.94,3340.83,3452.81
Sqstm1,,NM_011018.2,,Endogenous,mRNA,100.00,4187.10,3664.04,3510.53,6868.87,6397.79,5564.52,3959.55,3494.97,3534.40,7064.28,6668.14,6534.65
Stab1,,NM_138672.2,,Endogenous,mRNA,100.00,853.71,850.83,806.24,142.58,127.52,137.98,869.30,1049.57,1221.55,106.25,127.89,116.43
Stat1,,NM_009283.3,,Endogenous,mRNA,100.00,532.29,570.93,574.93,526.98,399.57,393.36,551.43,570.15,643.33,343.08,331.69,521.94
Stat3,,NM_213659.2,,Endogenous,mRNA,100.00,564.29,531.52,543.52,738.05,665.00,592.19,576.31,615.93,601.79,660.20,625.95,591.80
Stat4,,NM_011487.4,,Endogenous,mRNA,100.00,2.91,11.12,10.47,15.38,10.39,14.57,8.29,14.15,11.23,4.06,9.36,12.04
Stat5a,,NM_011488.2,,Endogenous,mRNA,100.00,232.70,227.36,211.32,366.23,249.37,236.53,252.91,238.05,277.32,241.69,249.55,268.20
Stat5b,,NM_001113563.1,,Endogenous,mRNA,100.00,238.51,218.27,224.64,300.53,255.99,242.53,230.80,244.71,254.86,249.80,315.05,274.62
Stat6,,NM_009284.2,,Endogenous,mRNA,100.00,1963.38,1718.85,1631.52,1074.92,1074.96,1038.69,1691.62,1801.17,1843.55,1073.84,1059.54,1009.35
Syk,,NM_001198977.1,,Endogenous,mRNA,100.00,1460.18,1302.52,1301.22,46.13,40.62,41.99,1346.11,1409.97,1310.24,39.74,42.63,29.71
Tap1,,NM_001161730.1,,Endogenous,mRNA,100.00,325.78,287.99,243.68,191.50,146.41,143.98,308.20,300.47,298.65,136.26,117.50,196.73
Tap2,,NM_011530.3,,Endogenous,mRNA,100.00,223.97,236.45,224.64,204.08,195.53,215.96,257.06,268.01,282.93,173.57,193.40,191.11
Tapbp,,NM_009318.2,,Endogenous,mRNA,100.00,2056.46,1682.47,1849.50,1014.82,939.88,963.27,1695.76,1900.22,2005.22,904.33,987.80,898.53
Tek,,NM_013690.2,,Endogenous,mRNA,100.00,13.09,9.09,9.52,564.72,511.03,519.34,11.06,10.82,4.49,465.55,480.38,445.65
Tep1,,NM_009351.2,,Endogenous,mRNA,100.00,868.25,869.02,830.04,445.90,412.79,421.65,896.94,1077.87,1214.81,427.43,324.41,337.25
Terf2ip,,NM_020584.2,,Endogenous,mRNA,100.00,71.26,93.98,110.42,454.29,415.62,383.08,124.38,141.50,142.59,413.64,399.28,401.49
Tfcp2,,NM_033476.2,,Endogenous,mRNA,100.00,47.99,56.59,62.82,489.24,508.20,437.07,59.43,74.08,77.47,601.80,528.21,522.74
Tgfa,,NM_031199.2,,Endogenous,mRNA,100.00,55.27,58.61,53.31,72.69,73.68,87.41,59.43,65.75,50.52,49.47,80.06,46.57
Tgfb1,,NM_011577.1,,Endogenous,mRNA,100.00,4268.54,3631.70,3526.71,310.32,248.43,286.24,3513.15,3817.08,4046.37,270.89,249.55,267.39
Tgfbr3,,NM_011578.3,,Endogenous,mRNA,100.00,23.27,14.15,16.18,360.64,439.24,460.21,15.20,21.64,16.84,387.68,414.87,374.99
Tgm2,,NM_009373.3,,Endogenous,mRNA,100.00,538.11,462.80,451.19,2365.11,1581.26,1490.33,563.87,487.75,529.94,1855.69,1678.21,1619.61
Thbd,,NM_009378.3,,Endogenous,mRNA,100.00,88.72,82.86,84.72,332.68,238.98,289.67,103.65,134.84,126.87,231.15,260.99,237.68
Tigit,,NM_001146325.1,,Endogenous,mRNA,100.00,5.82,14.15,8.57,5.59,6.61,8.57,16.58,20.81,11.23,6.49,6.24,5.62
Timd4,,NM_178759.4,,Endogenous,mRNA,100.00,14.54,14.15,15.23,36.34,26.45,29.14,19.35,11.65,20.21,19.47,29.11,30.51
Timp3,,NM_011595.2,,Endogenous,mRNA,100.00,17.45,2.02,15.23,25211.03,23091.74,23028.53,16.58,6.66,7.86,26077.82,27678.04,27840.10
Tlr1,,NM_030682.1,,Endogenous,mRNA,100.00,436.31,441.58,575.89,46.13,38.73,32.57,474.04,672.53,523.20,28.39,27.03,32.12
Tlr11,,NM_205819.2,,Endogenous,mRNA,100.00,20.36,11.12,8.57,20.97,26.45,12.86,8.29,14.15,7.86,26.76,16.64,20.07
Tlr12,,NM_205823.2,,Endogenous,mRNA,100.00,10.18,11.12,23.80,102.04,113.35,141.41,6.91,22.47,12.35,126.52,152.85,150.96
Tlr13,,NM_205820.1,,Endogenous,mRNA,100.00,1324.92,1605.67,1882.81,39.14,27.39,29.14,2031.60,2448.73,1433.75,25.95,33.27,19.27
