Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,20190927_RQ-016723_Control-1_01.RCC,20190927_RQ-016723_Control-2_02.RCC,20190927_RQ-016723_Control-3_03.RCC,20190927_RQ-016723_Control-K-1_07.RCC,20190927_RQ-016723_Control-K-2_08.RCC,20190927_RQ-016723_Control-K-3_09.RCC,20190927_RQ-016723_FHKO-1_04.RCC,20190927_RQ-016723_FHKO-2_05.RCC,20190927_RQ-016723_FHKO-3_06.RCC,20190927_RQ-016723_FHKO-K-1_10.RCC,20190927_RQ-016723_FHKO-K-2_11.RCC,20190927_RQ-016723_FHKO-K-3_12.RCC
Nectin2,,NM_001159724.1,,Endogenous,mRNA,100.00,65.00,96.00,92.00,244.00,319.00,338.00,63.00,92.00,75.00,344.00,256.00,339.00
Nfatc1,,NM_016791.4,,Endogenous,mRNA,100.00,83.00,114.00,100.00,49.00,89.00,94.00,89.00,153.00,132.00,99.00,70.00,90.00
Nfatc2,,NM_001037177.1,,Endogenous,mRNA,100.00,119.00,183.00,209.00,78.00,87.00,90.00,160.00,269.00,265.00,86.00,71.00,65.00
Nfil3,,NM_017373.3,,Endogenous,mRNA,100.00,104.00,142.00,153.00,100.00,78.00,75.00,113.00,191.00,128.00,62.00,69.00,72.00
Nfkb1,,NM_008689.2,,Endogenous,mRNA,100.00,374.00,534.00,639.00,236.00,305.00,322.00,463.00,839.00,699.00,326.00,278.00,304.00
Nfkbia,,NM_010907.2,,Endogenous,mRNA,100.00,124.00,180.00,204.00,67.00,98.00,112.00,181.00,281.00,174.00,116.00,101.00,120.00
Nfkbie,,NM_008690.3,,Endogenous,mRNA,100.00,131.00,142.00,159.00,42.00,43.00,35.00,128.00,183.00,161.00,47.00,41.00,49.00
Nfkbiz,,NM_030612.1,,Endogenous,mRNA,100.00,58.00,111.00,113.00,152.00,177.00,205.00,94.00,193.00,120.00,221.00,153.00,174.00
Nfyc,,NM_001048168.2,,Endogenous,mRNA,100.00,272.00,372.00,380.00,781.00,1224.00,1411.00,294.00,495.00,372.00,1376.00,1188.00,1474.00
Ngf,,NM_001112698.1,,Endogenous,mRNA,91.67,5.00,7.00,2.00,41.00,82.00,81.00,13.00,1.00,2.00,64.00,46.00,79.00
Nkg7,,NM_024253.4,,Endogenous,mRNA,100.00,7.00,8.00,9.00,25.00,21.00,19.00,7.00,9.00,7.00,30.00,17.00,25.00
Nlrp3,,NM_145827.3,,Endogenous,mRNA,100.00,178.00,265.00,277.00,18.00,15.00,21.00,270.00,455.00,369.00,31.00,15.00,22.00
Nmb,,NM_026523.2,,Endogenous,mRNA,100.00,30.00,34.00,38.00,74.00,149.00,98.00,32.00,60.00,50.00,126.00,98.00,117.00
Nod1,,NM_172729.2,,Endogenous,mRNA,100.00,28.00,29.00,27.00,84.00,119.00,84.00,21.00,52.00,28.00,112.00,98.00,119.00
Nod2,,NM_145857.2,,Endogenous,mRNA,100.00,28.00,35.00,37.00,21.00,30.00,34.00,16.00,50.00,32.00,36.00,31.00,29.00
Nos2,,NM_010927.3,,Endogenous,mRNA,100.00,19.00,14.00,12.00,14.00,15.00,20.00,10.00,26.00,19.00,16.00,11.00,17.00
Nox1,,NM_172203.1,,Endogenous,mRNA,100.00,15.00,37.00,56.00,9.00,11.00,14.00,36.00,51.00,28.00,9.00,16.00,10.00
Nox3,,NM_198958.2,,Endogenous,mRNA,100.00,15.00,14.00,14.00,18.00,18.00,16.00,9.00,13.00,9.00,16.00,17.00,18.00
Nox4,,NM_015760.4,,Endogenous,mRNA,100.00,4.00,9.00,7.00,3953.00,6278.00,6948.00,5.00,9.00,3.00,8121.00,6855.00,8987.00
Nr1h3,,NM_001177730.1,,Endogenous,mRNA,100.00,276.00,425.00,398.00,491.00,724.00,796.00,266.00,444.00,293.00,757.00,571.00,723.00
Nr2f6,,NM_010150.2,,Endogenous,mRNA,100.00,75.00,107.00,96.00,670.00,669.00,848.00,74.00,131.00,126.00,1001.00,696.00,972.00
Nr4a1,,NM_010444.1,,Endogenous,mRNA,100.00,37.00,29.00,39.00,83.00,63.00,73.00,56.00,55.00,59.00,96.00,73.00,73.00
Nr4a2,,NM_001139509.1,,Endogenous,mRNA,100.00,13.00,18.00,24.00,21.00,22.00,23.00,19.00,23.00,22.00,21.00,18.00,23.00
Nrip3,,NM_020610.1,,Endogenous,mRNA,100.00,7.00,3.00,10.00,20.00,22.00,38.00,7.00,10.00,7.00,28.00,19.00,20.00
Olr1,,NM_001301094.1,,Endogenous,mRNA,100.00,7.00,10.00,16.00,9.00,14.00,9.00,4.00,15.00,8.00,6.00,11.00,6.00
Oscar,,NM_175632.3,,Endogenous,mRNA,100.00,6.00,9.00,13.00,5.00,10.00,8.00,10.00,15.00,13.00,3.00,4.00,5.00
Osm,,NM_001013365.2,,Endogenous,mRNA,100.00,35.00,48.00,57.00,6.00,14.00,17.00,46.00,60.00,54.00,17.00,6.00,13.00
P2rx1,,NM_008771.3,,Endogenous,mRNA,100.00,14.00,22.00,16.00,37.00,24.00,38.00,9.00,23.00,17.00,42.00,27.00,30.00
Pbx1,,NM_008783.2,,Endogenous,mRNA,100.00,35.00,44.00,61.00,554.00,835.00,934.00,32.00,59.00,34.00,973.00,813.00,1004.00
Pbx3,,NM_016768.1,,Endogenous,mRNA,100.00,53.00,80.00,76.00,89.00,143.00,169.00,58.00,123.00,90.00,153.00,111.00,168.00
Pdcd1,,NM_008798.1,,Endogenous,mRNA,100.00,6.00,4.00,3.00,7.00,8.00,13.00,6.00,9.00,6.00,10.00,8.00,8.00
Pdcd1lg2,,NM_021396.2,,Endogenous,mRNA,100.00,8.00,13.00,8.00,14.00,43.00,24.00,8.00,14.00,6.00,20.00,27.00,21.00
Pde4a,,NM_183408.3,,Endogenous,mRNA,100.00,71.00,117.00,100.00,56.00,85.00,96.00,79.00,136.00,111.00,93.00,85.00,88.00
Pdgfa,,NM_008808.3,,Endogenous,mRNA,100.00,221.00,296.00,351.00,306.00,371.00,437.00,228.00,492.00,404.00,427.00,349.00,461.00
Pdgfb,,NM_011057.3,,Endogenous,mRNA,100.00,345.00,433.00,531.00,143.00,198.00,204.00,445.00,734.00,591.00,217.00,137.00,198.00
Pdgfra,,NM_001083316.1,,Endogenous,mRNA,100.00,4.00,4.00,10.00,189.00,288.00,353.00,5.00,6.00,2.00,331.00,229.00,283.00
Pdgfrb,,NM_008809.1,,Endogenous,mRNA,100.00,13.00,7.00,6.00,165.00,200.00,226.00,9.00,23.00,9.00,275.00,173.00,181.00
Pdzk1ip1,,NM_001164557.1,,Endogenous,mRNA,100.00,35.00,46.00,34.00,3892.00,4034.00,4907.00,32.00,46.00,41.00,5873.00,4265.00,5565.00
Peli1,,NM_023324.2,,Endogenous,mRNA,100.00,125.00,195.00,341.00,285.00,435.00,517.00,225.00,562.00,309.00,498.00,361.00,471.00
Pf4,,NM_019932.4,,Endogenous,mRNA,100.00,296.00,422.00,487.00,30.00,43.00,52.00,309.00,483.00,520.00,53.00,38.00,49.00
Pfdn6,,NM_001185182.1,,Endogenous,mRNA,100.00,580.00,822.00,813.00,747.00,1121.00,1198.00,592.00,967.00,704.00,1328.00,1020.00,1382.00
Pggt1b,,NM_172627.3,,Endogenous,mRNA,100.00,47.00,94.00,125.00,308.00,482.00,509.00,97.00,258.00,127.00,551.00,407.00,515.00
Pglyrp1,,NM_009402.2,,Endogenous,mRNA,100.00,3.00,5.00,11.00,21.00,9.00,17.00,4.00,7.00,5.00,17.00,11.00,23.00
Phlda2,,NM_009434.2,,Endogenous,mRNA,100.00,6.00,12.00,3.00,105.00,223.00,226.00,6.00,2.00,8.00,256.00,189.00,257.00
Pik3cg,,NM_020272.2,,Endogenous,mRNA,100.00,283.00,504.00,609.00,26.00,22.00,33.00,443.00,873.00,504.00,40.00,26.00,39.00
Pim2,,NM_138606.2,,Endogenous,mRNA,100.00,63.00,102.00,100.00,150.00,278.00,266.00,65.00,156.00,88.00,262.00,194.00,271.00
Plau,,NM_008873.2,,Endogenous,mRNA,100.00,5567.00,6596.00,7870.00,3153.00,4314.00,5861.00,4523.00,9935.00,6576.00,5088.00,4452.00,3908.00
Plaur,,NM_011113.3,,Endogenous,mRNA,100.00,883.00,1112.00,1294.00,62.00,101.00,90.00,851.00,1503.00,876.00,95.00,61.00,91.00
Pparg,,NM_011146.1,,Endogenous,mRNA,100.00,157.00,217.00,280.00,25.00,43.00,18.00,153.00,335.00,211.00,30.00,18.00,22.00
Prdx1,,NM_011034.4,,Endogenous,mRNA,100.00,552.00,862.00,1358.00,504.00,819.00,831.00,622.00,1418.00,847.00,980.00,684.00,877.00
Prdx3,,NM_007452.2,,Endogenous,mRNA,100.00,550.00,884.00,948.00,3555.00,4797.00,5012.00,604.00,1065.00,691.00,5555.00,4368.00,5597.00
Prg2,,NM_008920.4,,Endogenous,mRNA,100.00,12.00,19.00,8.00,7.00,32.00,26.00,17.00,20.00,12.00,19.00,17.00,23.00
Prg3,,NM_016914.2,,Endogenous,mRNA,100.00,8.00,12.00,11.00,13.00,25.00,25.00,10.00,16.00,13.00,24.00,23.00,18.00
Prkca,,NM_011101.3,,Endogenous,mRNA,100.00,13.00,16.00,17.00,174.00,232.00,227.00,14.00,21.00,7.00,280.00,203.00,276.00
Prkci,,NM_008857.3,,Endogenous,mRNA,100.00,99.00,179.00,231.00,372.00,571.00,612.00,162.00,341.00,180.00,631.00,480.00,582.00
Prok2,,NM_001037539.2,,Endogenous,mRNA,100.00,10.00,4.00,14.00,16.00,13.00,17.00,8.00,19.00,13.00,18.00,12.00,18.00
Pros1,,NM_011173.2,,Endogenous,mRNA,100.00,141.00,242.00,326.00,228.00,255.00,332.00,212.00,423.00,243.00,313.00,234.00,288.00
Prrx1,,NM_175686.3,,Endogenous,mRNA,100.00,2.00,4.00,7.00,20.00,30.00,31.00,6.00,8.00,10.00,30.00,27.00,33.00
Psmb8,,NM_010724.2,,Endogenous,mRNA,100.00,1601.00,2181.00,2080.00,320.00,352.00,401.00,1489.00,2377.00,1772.00,392.00,267.00,434.00
Psmb9,,NM_013585.2,,Endogenous,mRNA,100.00,220.00,345.00,336.00,129.00,93.00,137.00,207.00,377.00,292.00,130.00,78.00,137.00
Psme2,,NM_001029855.1,,Endogenous,mRNA,100.00,2263.00,3240.00,3349.00,1089.00,1631.00,1626.00,2236.00,4108.00,2875.00,1819.00,1377.00,1751.00
Ptafr,,NM_001081211.1,,Endogenous,mRNA,100.00,1496.00,2201.00,2661.00,31.00,33.00,45.00,1561.00,3149.00,1974.00,49.00,29.00,30.00
Ptgdr,,NM_008962.4,,Endogenous,mRNA,100.00,8.00,10.00,6.00,20.00,30.00,41.00,7.00,10.00,7.00,24.00,25.00,22.00
Ptgdr2,,NM_009962.2,,Endogenous,mRNA,100.00,8.00,10.00,12.00,7.00,10.00,13.00,5.00,21.00,11.00,7.00,6.00,10.00
Ptgds,,NM_008963.2,,Endogenous,mRNA,100.00,9.00,10.00,14.00,23.00,51.00,88.00,14.00,14.00,12.00,50.00,39.00,42.00
Ptger2,,NM_008964.4,,Endogenous,mRNA,100.00,23.00,44.00,39.00,4.00,12.00,17.00,29.00,59.00,37.00,16.00,7.00,12.00
Ptgs1,,NM_008969.3,,Endogenous,mRNA,100.00,49.00,64.00,63.00,243.00,254.00,294.00,81.00,107.00,113.00,330.00,293.00,299.00
Ptgs2,,NM_011198.3,,Endogenous,mRNA,100.00,18.00,9.00,29.00,21.00,12.00,24.00,15.00,34.00,17.00,13.00,24.00,28.00
Ptpn14,,NM_008976.2,,Endogenous,mRNA,100.00,9.00,14.00,7.00,39.00,41.00,32.00,11.00,16.00,13.00,31.00,41.00,36.00
Ptprb,,NM_029928.1,,Endogenous,mRNA,100.00,5.00,5.00,6.00,347.00,491.00,568.00,6.00,14.00,12.00,554.00,451.00,487.00
Ptprc,,NM_011210.3,,Endogenous,mRNA,100.00,522.00,1016.00,1568.00,196.00,197.00,261.00,1085.00,3548.00,1208.00,251.00,158.00,176.00
Ptprk,,NM_008983.2,,Endogenous,mRNA,100.00,8.00,12.00,12.00,929.00,937.00,1054.00,5.00,8.00,9.00,1472.00,823.00,1209.00
Ptx3,,NM_008987.3,,Endogenous,mRNA,100.00,4.00,11.00,11.00,9.00,22.00,26.00,5.00,9.00,8.00,15.00,13.00,18.00
Pycard,,NM_023258.4,,Endogenous,mRNA,100.00,45.00,64.00,85.00,28.00,35.00,29.00,41.00,114.00,71.00,44.00,26.00,44.00
Rab20,,NM_011227.1,,Endogenous,mRNA,100.00,142.00,205.00,236.00,560.00,716.00,790.00,157.00,269.00,230.00,956.00,736.00,831.00
Rab3d,,NM_031874.4,,Endogenous,mRNA,100.00,304.00,420.00,449.00,125.00,177.00,180.00,279.00,513.00,376.00,178.00,138.00,191.00
Rad51,,NM_011234.4,,Endogenous,mRNA,100.00,126.00,199.00,218.00,12.00,15.00,27.00,170.00,304.00,208.00,23.00,18.00,13.00
Raf1,,NM_029780.3,,Endogenous,mRNA,100.00,228.00,388.00,360.00,427.00,519.00,654.00,233.00,453.00,298.00,694.00,515.00,653.00
Rapgef4,,NM_019688.2,,Endogenous,mRNA,100.00,6.00,12.00,4.00,51.00,77.00,92.00,6.00,11.00,4.00,88.00,63.00,80.00
Rasal1,,NM_013832.4,,Endogenous,mRNA,100.00,39.00,29.00,42.00,17.00,38.00,26.00,26.00,61.00,43.00,28.00,36.00,14.00
Rasgrf2,,NM_009027.3,,Endogenous,mRNA,100.00,8.00,11.00,4.00,54.00,88.00,81.00,4.00,12.00,12.00,102.00,87.00,104.00
Rbp1,,NM_011254.5,,Endogenous,mRNA,100.00,8.00,13.00,12.00,17.00,25.00,17.00,14.00,18.00,15.00,18.00,18.00,17.00
Retnla,,NM_020509.3,,Endogenous,mRNA,100.00,5.00,11.00,3.00,99.00,139.00,143.00,7.00,6.00,3.00,167.00,107.00,221.00
Retnlb,,NM_023881.4,,Endogenous,mRNA,100.00,6.00,7.00,9.00,4.00,6.00,13.00,7.00,5.00,11.00,15.00,5.00,9.00
Rgl1,,NM_016846.3,,Endogenous,mRNA,100.00,57.00,98.00,108.00,1043.00,1613.00,1811.00,101.00,167.00,152.00,2113.00,1956.00,2427.00
Rgs1,,NM_015811.1,,Endogenous,mRNA,100.00,176.00,262.00,279.00,11.00,12.00,14.00,238.00,1100.00,546.00,6.00,9.00,8.00
Rgs16,,NM_011267.3,,Endogenous,mRNA,100.00,51.00,58.00,92.00,21.00,20.00,24.00,45.00,77.00,58.00,18.00,17.00,11.00
Rgs6,,NM_015812.3,,Endogenous,mRNA,100.00,8.00,9.00,9.00,134.00,182.00,242.00,13.00,10.00,5.00,221.00,163.00,207.00
Rhoc,,NM_007484.2,,Endogenous,mRNA,100.00,760.00,833.00,910.00,445.00,492.00,519.00,520.00,905.00,532.00,692.00,480.00,636.00
Rhog,,NM_019566.3,,Endogenous,mRNA,100.00,3052.00,4146.00,4160.00,383.00,464.00,474.00,2987.00,4894.00,3879.00,580.00,373.00,508.00
Rhoj,,NM_023275.2,,Endogenous,mRNA,100.00,105.00,125.00,163.00,87.00,117.00,127.00,91.00,192.00,117.00,124.00,94.00,116.00
Rictor,,NM_030168.3,,Endogenous,mRNA,100.00,53.00,97.00,130.00,223.00,338.00,344.00,91.00,178.00,92.00,380.00,289.00,355.00
Rin2,,NM_028724.4,,Endogenous,mRNA,100.00,666.00,1128.00,1566.00,394.00,583.00,602.00,825.00,2053.00,1173.00,727.00,552.00,602.00
Ripk2,,NM_138952.3,,Endogenous,mRNA,100.00,49.00,71.00,114.00,54.00,98.00,86.00,56.00,162.00,100.00,97.00,56.00,67.00
Rnase2a,,NM_053113.2,,Endogenous,mRNA,100.00,16.00,16.00,31.00,7.00,14.00,13.00,17.00,43.00,37.00,5.00,11.00,12.00
Rnase2b,,NM_019398.2,,Endogenous,mRNA,100.00,19.00,20.00,24.00,12.00,32.00,30.00,22.00,31.00,24.00,12.00,24.00,22.00
Rnd3,,NM_028810.2,,Endogenous,mRNA,100.00,27.00,52.00,88.00,82.00,124.00,147.00,63.00,118.00,54.00,168.00,123.00,137.00
Ros1,,NM_011282.2,,Endogenous,mRNA,100.00,10.00,8.00,17.00,21.00,23.00,28.00,11.00,19.00,14.00,24.00,24.00,30.00
Runx2,,NM_009820.5,,Endogenous,mRNA,100.00,29.00,23.00,40.00,24.00,34.00,21.00,23.00,43.00,32.00,28.00,44.00,23.00
S100a10,,NM_009112.2,,Endogenous,mRNA,100.00,2883.00,4096.00,5261.00,1847.00,2457.00,2402.00,3386.00,6613.00,4690.00,2945.00,2206.00,2552.00
S100a11,,NM_016740.3,,Endogenous,mRNA,100.00,23022.00,24576.00,26473.00,2987.00,4319.00,5243.00,13919.00,24305.00,16637.00,4507.00,4071.00,4654.00
S100a4,,NM_011311.2,,Endogenous,mRNA,100.00,28902.00,43081.00,47297.00,164.00,229.00,242.00,34038.00,62275.00,50815.00,310.00,168.00,204.00
S100a8,,NM_013650.2,,Endogenous,mRNA,100.00,76.00,133.00,135.00,112.00,99.00,104.00,65.00,137.00,90.00,272.00,124.00,177.00
S100a9,,NM_009114.2,,Endogenous,mRNA,100.00,14.00,20.00,33.00,113.00,74.00,76.00,14.00,32.00,21.00,229.00,123.00,130.00
S1pr1,,NM_007901.4,,Endogenous,mRNA,100.00,57.00,74.00,94.00,34.00,47.00,53.00,80.00,119.00,97.00,67.00,43.00,60.00
Saa1,,NM_009117.3,,Endogenous,mRNA,100.00,7.00,8.00,5.00,6.00,21.00,21.00,14.00,15.00,6.00,12.00,12.00,15.00
Scin,,NM_009132.2,,Endogenous,mRNA,100.00,7.00,2.00,5.00,138.00,285.00,374.00,6.00,9.00,4.00,248.00,246.00,218.00
Sele,,NM_011345.2,,Endogenous,mRNA,100.00,8.00,6.00,12.00,15.00,38.00,23.00,12.00,14.00,5.00,33.00,15.00,29.00
Sell,,NM_001164059.1,,Endogenous,mRNA,100.00,5.00,16.00,12.00,61.00,63.00,61.00,5.00,12.00,11.00,78.00,59.00,55.00
Selp,,NM_011347.1,,Endogenous,mRNA,100.00,12.00,12.00,15.00,18.00,28.00,23.00,16.00,16.00,13.00,22.00,23.00,23.00
Selplg,,NM_009151.3,,Endogenous,mRNA,100.00,1782.00,2367.00,2385.00,107.00,85.00,97.00,1442.00,2833.00,2106.00,114.00,70.00,100.00
Sema4a,,NM_013658.3,,Endogenous,mRNA,100.00,30.00,42.00,55.00,591.00,513.00,611.00,36.00,53.00,55.00,740.00,551.00,711.00
Sema4b,,NM_013659.4,,Endogenous,mRNA,100.00,18.00,24.00,25.00,152.00,267.00,272.00,26.00,28.00,22.00,282.00,269.00,315.00
Sema5a,,NM_009154.2,,Endogenous,mRNA,100.00,8.00,15.00,12.00,146.00,235.00,296.00,11.00,16.00,7.00,269.00,169.00,223.00
Sema6d,,NM_199240.2,,Endogenous,mRNA,100.00,13.00,16.00,21.00,78.00,131.00,144.00,10.00,19.00,11.00,156.00,122.00,119.00
Serinc2,,NM_172702.3,,Endogenous,mRNA,100.00,11.00,6.00,12.00,157.00,201.00,266.00,7.00,15.00,9.00,241.00,217.00,233.00
Serpinb2,,NM_001174170.1,,Endogenous,mRNA,100.00,9.00,7.00,17.00,12.00,11.00,15.00,6.00,6.00,10.00,8.00,22.00,8.00
Serpinb6a,,NM_001164117.1,,Endogenous,mRNA,100.00,1064.00,1836.00,2066.00,175.00,241.00,239.00,1231.00,2773.00,1725.00,252.00,189.00,250.00
Serpinb7,,NM_027548.3,,Endogenous,mRNA,100.00,3.00,12.00,8.00,10.00,16.00,13.00,3.00,9.00,9.00,9.00,6.00,15.00
Serpinb9,,NM_009256.3,,Endogenous,mRNA,100.00,60.00,66.00,88.00,117.00,118.00,119.00,45.00,105.00,59.00,144.00,79.00,121.00
Serpine1,,NM_008871.2,,Endogenous,mRNA,100.00,19.00,32.00,23.00,24.00,49.00,53.00,28.00,36.00,27.00,34.00,32.00,37.00
Serpine3,,NM_001199945.1,,Endogenous,mRNA,100.00,17.00,19.00,28.00,26.00,27.00,53.00,25.00,36.00,17.00,32.00,26.00,29.00
Sesn1,,NM_001013370.2,,Endogenous,mRNA,100.00,619.00,1064.00,1299.00,190.00,236.00,281.00,899.00,1686.00,1148.00,273.00,276.00,272.00
Sfrp4,,NM_016687.2,,Endogenous,mRNA,100.00,4.00,8.00,7.00,28.00,18.00,26.00,6.00,11.00,10.00,39.00,20.00,28.00
Sgpp1,,NM_030750.3,,Endogenous,mRNA,100.00,167.00,342.00,450.00,879.00,1241.00,1344.00,307.00,658.00,407.00,1697.00,1113.00,1663.00
Siglec1,,NM_011426.3,,Endogenous,mRNA,100.00,135.00,188.00,184.00,16.00,22.00,20.00,165.00,249.00,202.00,18.00,9.00,27.00
Siglecf,,NM_145581.1,,Endogenous,mRNA,100.00,97.00,109.00,178.00,4.00,14.00,18.00,126.00,255.00,153.00,13.00,11.00,6.00
Sirpa,,NM_007547.2,,Endogenous,mRNA,100.00,10165.00,14833.00,15721.00,827.00,697.00,860.00,11393.00,21113.00,16118.00,1044.00,721.00,875.00
Ski,,NM_011385.2,,Endogenous,mRNA,100.00,137.00,196.00,216.00,232.00,288.00,321.00,198.00,285.00,275.00,324.00,259.00,282.00
Skil,,NM_011386.2,,Endogenous,mRNA,100.00,87.00,155.00,295.00,325.00,517.00,523.00,290.00,580.00,296.00,604.00,414.00,545.00
Slc16a6,,NM_134038.2,,Endogenous,mRNA,100.00,55.00,77.00,103.00,143.00,256.00,154.00,92.00,221.00,145.00,265.00,118.00,148.00
Smad1,,NM_008539.3,,Endogenous,mRNA,100.00,215.00,355.00,379.00,181.00,316.00,368.00,283.00,533.00,354.00,338.00,263.00,308.00
Smad2,,NM_010754.4,,Endogenous,mRNA,100.00,171.00,275.00,295.00,305.00,458.00,549.00,210.00,480.00,350.00,565.00,404.00,548.00
Smad7,,NM_001042660.1,,Endogenous,mRNA,100.00,93.00,103.00,122.00,508.00,821.00,795.00,89.00,196.00,150.00,969.00,665.00,915.00
Smarcd3,,NM_025891.3,,Endogenous,mRNA,100.00,6.00,5.00,12.00,50.00,92.00,126.00,13.00,14.00,9.00,82.00,74.00,97.00
Socs1,,NM_009896.2,,Endogenous,mRNA,100.00,27.00,30.00,51.00,22.00,35.00,37.00,27.00,38.00,34.00,28.00,24.00,35.00
Socs2,,NM_001168655.1,,Endogenous,mRNA,100.00,11.00,14.00,15.00,222.00,418.00,516.00,14.00,17.00,10.00,369.00,286.00,331.00
Socs3,,NM_007707.2,,Endogenous,mRNA,100.00,10.00,10.00,27.00,26.00,42.00,31.00,10.00,18.00,18.00,42.00,30.00,36.00
Sp4,,NM_009239.2,,Endogenous,mRNA,100.00,13.00,18.00,31.00,90.00,172.00,162.00,26.00,63.00,38.00,190.00,126.00,150.00
Sphk1,,NM_011451.3,,Endogenous,mRNA,100.00,12.00,20.00,18.00,12.00,21.00,25.00,13.00,16.00,8.00,17.00,22.00,29.00
Spry2,,NM_011897.3,,Endogenous,mRNA,100.00,91.00,137.00,165.00,120.00,225.00,209.00,107.00,194.00,149.00,248.00,157.00,184.00
Sptbn1,,NM_009260.2,,Endogenous,mRNA,100.00,206.00,292.00,321.00,2554.00,3703.00,3935.00,233.00,395.00,223.00,4319.00,3213.00,4300.00
Sqstm1,,NM_011018.2,,Endogenous,mRNA,100.00,2879.00,3626.00,3688.00,4914.00,6773.00,6493.00,2865.00,4199.00,3148.00,8710.00,6413.00,8138.00
Stab1,,NM_138672.2,,Endogenous,mRNA,100.00,587.00,842.00,847.00,102.00,135.00,161.00,629.00,1261.00,1088.00,131.00,123.00,145.00
Stat1,,NM_009283.3,,Endogenous,mRNA,100.00,366.00,565.00,604.00,377.00,423.00,459.00,399.00,685.00,573.00,423.00,319.00,650.00
Stat3,,NM_213659.2,,Endogenous,mRNA,100.00,388.00,526.00,571.00,528.00,704.00,691.00,417.00,740.00,536.00,814.00,602.00,737.00
Stat4,,NM_011487.4,,Endogenous,mRNA,100.00,2.00,11.00,11.00,11.00,11.00,17.00,6.00,17.00,10.00,5.00,9.00,15.00
Stat5a,,NM_011488.2,,Endogenous,mRNA,100.00,160.00,225.00,222.00,262.00,264.00,276.00,183.00,286.00,247.00,298.00,240.00,334.00
Stat5b,,NM_001113563.1,,Endogenous,mRNA,100.00,164.00,216.00,236.00,215.00,271.00,283.00,167.00,294.00,227.00,308.00,303.00,342.00
Stat6,,NM_009284.2,,Endogenous,mRNA,100.00,1350.00,1701.00,1714.00,769.00,1138.00,1212.00,1224.00,2164.00,1642.00,1324.00,1019.00,1257.00
Syk,,NM_001198977.1,,Endogenous,mRNA,100.00,1004.00,1289.00,1367.00,33.00,43.00,49.00,974.00,1694.00,1167.00,49.00,41.00,37.00
Tap1,,NM_001161730.1,,Endogenous,mRNA,100.00,224.00,285.00,256.00,137.00,155.00,168.00,223.00,361.00,266.00,168.00,113.00,245.00
Tap2,,NM_011530.3,,Endogenous,mRNA,100.00,154.00,234.00,236.00,146.00,207.00,252.00,186.00,322.00,252.00,214.00,186.00,238.00
Tapbp,,NM_009318.2,,Endogenous,mRNA,100.00,1414.00,1665.00,1943.00,726.00,995.00,1124.00,1227.00,2283.00,1786.00,1115.00,950.00,1119.00
Tek,,NM_013690.2,,Endogenous,mRNA,100.00,9.00,9.00,10.00,404.00,541.00,606.00,8.00,13.00,4.00,574.00,462.00,555.00
Tep1,,NM_009351.2,,Endogenous,mRNA,100.00,597.00,860.00,872.00,319.00,437.00,492.00,649.00,1295.00,1082.00,527.00,312.00,420.00
Terf2ip,,NM_020584.2,,Endogenous,mRNA,100.00,49.00,93.00,116.00,325.00,440.00,447.00,90.00,170.00,127.00,510.00,384.00,500.00
Tfcp2,,NM_033476.2,,Endogenous,mRNA,100.00,33.00,56.00,66.00,350.00,538.00,510.00,43.00,89.00,69.00,742.00,508.00,651.00
Tgfa,,NM_031199.2,,Endogenous,mRNA,100.00,38.00,58.00,56.00,52.00,78.00,102.00,43.00,79.00,45.00,61.00,77.00,58.00
Tgfb1,,NM_011577.1,,Endogenous,mRNA,100.00,2935.00,3594.00,3705.00,222.00,263.00,334.00,2542.00,4586.00,3604.00,334.00,240.00,333.00
Tgfbr3,,NM_011578.3,,Endogenous,mRNA,100.00,16.00,14.00,17.00,258.00,465.00,537.00,11.00,26.00,15.00,478.00,399.00,467.00
Tgm2,,NM_009373.3,,Endogenous,mRNA,100.00,370.00,458.00,474.00,1692.00,1674.00,1739.00,408.00,586.00,472.00,2288.00,1614.00,2017.00
Thbd,,NM_009378.3,,Endogenous,mRNA,100.00,61.00,82.00,89.00,238.00,253.00,338.00,75.00,162.00,113.00,285.00,251.00,296.00
Tigit,,NM_001146325.1,,Endogenous,mRNA,100.00,4.00,14.00,9.00,4.00,7.00,10.00,12.00,25.00,10.00,8.00,6.00,7.00
Timd4,,NM_178759.4,,Endogenous,mRNA,100.00,10.00,14.00,16.00,26.00,28.00,34.00,14.00,14.00,18.00,24.00,28.00,38.00
Timp3,,NM_011595.2,,Endogenous,mRNA,100.00,12.00,2.00,16.00,18036.00,24446.00,26871.00,12.00,8.00,7.00,32153.00,26619.00,34671.00
Tlr1,,NM_030682.1,,Endogenous,mRNA,100.00,300.00,437.00,605.00,33.00,41.00,38.00,343.00,808.00,466.00,35.00,26.00,40.00
Tlr11,,NM_205819.2,,Endogenous,mRNA,100.00,14.00,11.00,9.00,15.00,28.00,15.00,6.00,17.00,7.00,33.00,16.00,25.00
Tlr12,,NM_205823.2,,Endogenous,mRNA,100.00,7.00,11.00,25.00,73.00,120.00,165.00,5.00,27.00,11.00,156.00,147.00,188.00
Tlr13,,NM_205820.1,,Endogenous,mRNA,100.00,911.00,1589.00,1978.00,28.00,29.00,34.00,1470.00,2942.00,1277.00,32.00,32.00,24.00
